iter	Logloss
470	0.01018144377
471	0.0101516049
472	0.01011527652
473	0.01008339438
474	0.01005745649
475	0.0100135137
476	0.009969053389
477	0.009938499037
478	0.00990676511
479	0.009874745596
480	0.009850935706
481	0.009823418312
482	0.009780152661
483	0.009745433864
484	0.009712525281
485	0.00968319689
486	0.009645798482
487	0.00962608463
488	0.009601163685
489	0.009574046003
490	0.009537137063
491	0.00951002497
492	0.009465418117
493	0.009465375418
494	0.009439528855
495	0.009416159922
496	0.009383347467
497	0.009346416731
498	0.009326615023
499	0.009301431292
500	0.009276768103
501	0.009241516468
502	0.009218108749
503	0.009198327272
504	0.009185772349
505	0.009185627599
506	0.00916181022
507	0.009152359768
508	0.009146515551
509	0.009123781954
510	0.009115957845
511	0.009115938731
512	0.009109244009
513	0.009086477773
514	0.009039675971
515	0.009039640538
516	0.009012899542
517	0.008972205302
518	0.008948732194
519	0.008916821549
520	0.008916744535
521	0.00889062222
522	0.008890593493
523	0.008851518443
524	0.008820664307
525	0.008798235635
526	0.008776734929
527	0.008755399093
528	0.008729489153
529	0.008728970399
530	0.008711702881
531	0.008697299515
532	0.008676277434
533	0.008676232612
534	0.008676162864
535	0.008650555948
536	0.008628044897
537	0.008602574014
538	0.008602508736
539	0.008580601389
540	0.008551357053
541	0.008526343892
542	0.008526337745
543	0.008496967773
544	0.008477622
545	0.008454030297
546	0.008434682959
547	0.008424118545
548	0.008424115527
549	0.008389449712
550	0.008386948832
551	0.008386910269
552	0.008363859004
553	0.008333613936
554	0.008309266738
555	0.008285379052
556	0.008261487118
557	0.008223076689
558	0.008223063276
559	0.008223045168
560	0.008222564196
561	0.008222512108
562	0.008222472986
563	0.008205975158
564	0.008175367377
565	0.008156942304
566	0.008156922743
567	0.008142674634
568	0.008124991308
569	0.008099173806
570	0.008099161176
571	0.008099070972
572	0.008073155331
573	0.008073107267
574	0.008052898247
575	0.008052858678
576	0.008037079795
577	0.008011839058
578	0.007990211486
579	0.007971369153
580	0.007965881054
581	0.007947485379
582	0.007930648869
583	0.007912321712
584	0.007912260682
585	0.00791225487
586	0.007901714153
587	0.007880983697
588	0.007880962124
589	0.007850192938
590	0.007824173568
591	0.007802760048
592	0.007802740487
593	0.00779309588
594	0.007793091409
595	0.007774306976
596	0.007750599473
597	0.007750585277
598	0.00772894541
599	0.007695270937
600	0.007695231368
601	0.007695117021
602	0.007695123281
603	0.007671981589
604	0.007665756997
605	0.007639464894
606	0.007639369213
607	0.007618940106
608	0.007618940106
609	0.007618925128
610	0.007618515244
611	0.007618426718
612	0.007618414869
613	0.007596826419
614	0.007573417582
615	0.007548696716
616	0.007518475904
617	0.007492641189
618	0.007473443631
619	0.007473426306
620	0.007473419599
621	0.007463948692
622	0.007447873937
623	0.007447857394
624	0.007447784963
625	0.007447748636
626	0.007447744612
627	0.007428235869
628	0.007421652364
629	0.007421620173
630	0.007404287824
631	0.007385968827
632	0.00738571923
633	0.007385688045
634	0.007377055124
635	0.007377050765
636	0.007376990964
637	0.007376886901
638	0.007355457061
639	0.007355429005
640	0.007327633177
641	0.007307385035
642	0.007282565694
643	0.007282480185
644	0.00726481262
645	0.00726476668
646	0.007264647638
647	0.007264591526
648	0.007241280382
649	0.007230776887
650	0.007223752201
651	0.007223722357
652	0.00720283832
653	0.007184590636
654	0.007163886224
655	0.007142277765
656	0.007142279777
657	0.00714225541
658	0.007142251722
659	0.007122832064
660	0.007095333896
661	0.00707171682
662	0.00707171682
663	0.007071700501
664	0.007046544937
665	0.00701994109
666	0.007003518823
667	0.006982360376
668	0.006982342715
669	0.006982329973
670	0.006982260224
671	0.006982252959
672	0.00698216935
673	0.006959767617
674	0.006935460658
675	0.006918157036
676	0.006917921635
677	0.00691788039
678	0.006917849204
679	0.006917831991
680	0.006916692544
681	0.006914146842
682	0.006895948451
683	0.00689594588
684	0.006891696038
685	0.006891612653
686	0.006891536869
687	0.006891122515
688	0.006869636004
689	0.006869615326
690	0.006849546808
691	0.006833239447
692	0.006813239895
693	0.006813148127
694	0.006795979865
695	0.006791301473
696	0.006778219525
697	0.006778166655
698	0.00677815436
699	0.006778106072
700	0.006778079358
701	0.0067706914
702	0.006770685588
703	0.006770442027
704	0.006749200642
705	0.006749128658
706	0.006749077577
707	0.006749027501
708	0.006732531461
709	0.006714858419
710	0.00670418357
711	0.006704183235
712	0.006695670921
713	0.006695536119
714	0.006674050838
715	0.006658290285
716	0.006654930964
717	0.00665491498
718	0.006654905144
719	0.006654603125
720	0.00665451158
721	0.006651492617
722	0.006651476969
723	0.006651421975
724	0.006651421975
725	0.006651414262
726	0.006651392689
727	0.006642125662
728	0.006642090117
729	0.006619751649
730	0.006598497186
731	0.006581790672
732	0.006581741602
733	0.006581739031
734	0.006581730983
735	0.006571010754
736	0.006570961684
737	0.006551266723
738	0.00653718516
739	0.006537197903
740	0.006516418041
741	0.0065006481
742	0.006485707985
743	0.006485678587
744	0.00648556234
745	0.006485537079
746	0.006485531043
747	0.006485526348
748	0.006478995825
749	0.006478783562
750	0.006475223827
751	0.006475223827
752	0.006475133847
753	0.006475117863
754	0.006475111156
755	0.00647509126
756	0.006475090366
757	0.006475037831
758	0.006475047555
759	0.006469253638
760	0.006469253638
761	0.006444203479
762	0.006444170841
763	0.006444136972
764	0.006444128366
765	0.006443993787
766	0.006443971208
767	0.006443689085
768	0.006443652311
769	0.006443638003
770	0.006443616654
771	0.006443455249
772	0.006443432447
773	0.006443412775
774	0.006443382483
775	0.006443372759
776	0.006443355098
777	0.006443361469
778	0.006443335537
779	0.006443308264
780	0.006441896307
781	0.006441844331
782	0.00644184109
783	0.006423089519
784	0.006421362018
785	0.006421263096
786	0.006421240406
787	0.006421190106
788	0.006418287391
789	0.00640222929
790	0.006402201682
791	0.006381621005
792	0.006381601668
793	0.006381591608
794	0.006381591608
795	0.006381559417
796	0.006381571041
797	0.00638155897
